id,county_fips,type,name,address,phone,email,website_url,hours,notes
usda-37105,37105,usda_service_center,Lee USDA Service Center,"17669 Monique Turnpike Suite 191, NC",(247) 801-8034,lee.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37105,37105,extension_office,Lee County Extension Office,"0869 Matthew Drive Apt. 195, NC",(229) 661-6795,lee@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37107,37107,usda_service_center,Lenoir USDA Service Center,"612 John Mountains Apt. 754, NC",(400) 222-6458,lenoir.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37107,37107,extension_office,Lenoir County Extension Office,"08312 Rivera Park Suite 292, NC",(692) 971-5490,lenoir@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37109,37109,usda_service_center,Lincoln USDA Service Center,"156 Jones Well, NC",(491) 901-5929,lincoln.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37109,37109,extension_office,Lincoln County Extension Office,"613 Theresa Passage, NC",(748) 789-3822,lincoln@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37111,37111,usda_service_center,McDowell USDA Service Center,"16858 Wendy Estate, NC",(683) 548-3206,mcdowell.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37111,37111,extension_office,McDowell County Extension Office,"1508 Jennifer Port Suite 372, NC",(730) 435-3912,mcdowell@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37113,37113,usda_service_center,Macon USDA Service Center,"54943 Soto Fall, NC",(442) 534-1185,macon.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37113,37113,extension_office,Macon County Extension Office,"678 Harris Canyon, NC",(893) 926-8120,macon@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37115,37115,usda_service_center,Madison USDA Service Center,"12069 William Parkway Apt. 408, NC",(760) 985-3860,madison.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37115,37115,extension_office,Madison County Extension Office,"388 Patel Port Apt. 264, NC",(539) 629-2493,madison@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37117,37117,usda_service_center,Martin USDA Service Center,"1484 Jennifer Shoal, NC",(359) 231-1033,martin.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37117,37117,extension_office,Martin County Extension Office,"693 Wilson Burg, NC",(510) 456-2555,martin@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37119,37119,usda_service_center,Mecklenburg USDA Service Center,"774 Mallory Forges Suite 934, NC",(950) 242-1035,mecklenburg.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37119,37119,extension_office,Mecklenburg County Extension Office,"4659 Joseph Plaza Suite 099, NC",(429) 508-5455,mecklenburg@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37121,37121,usda_service_center,Mitchell USDA Service Center,"98748 White Squares, NC",(605) 504-5378,mitchell.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37121,37121,extension_office,Mitchell County Extension Office,"7781 Thomas Freeway Suite 057, NC",(591) 312-8293,mitchell@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37123,37123,usda_service_center,Montgomery USDA Service Center,"95983 Solis View Apt. 400, NC",(749) 686-1977,montgomery.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37123,37123,extension_office,Montgomery County Extension Office,"3273 Jonathan Squares Apt. 469, NC",(218) 487-4723,montgomery@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37125,37125,usda_service_center,Moore USDA Service Center,"5942 Alisha Wells Apt. 429, NC",(297) 545-6350,moore.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37125,37125,extension_office,Moore County Extension Office,"942 Hill Garden Suite 331, NC",(611) 323-6165,moore@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37127,37127,usda_service_center,Nash USDA Service Center,"95556 Kathryn Isle, NC",(713) 691-9555,nash.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37127,37127,extension_office,Nash County Extension Office,"809 Boyd Terrace Suite 447, NC",(955) 823-8415,nash@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37129,37129,usda_service_center,New Hanover USDA Service Center,"586 Jesse Route, NC",(402) 255-5268,newhanover.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37129,37129,extension_office,New Hanover County Extension Office,"1574 Nunez Parks Suite 889, NC",(596) 941-5106,newhanover@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37131,37131,usda_service_center,Northampton USDA Service Center,"98417 Morris Plains Apt. 768, NC",(939) 345-8168,northampton.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37131,37131,extension_office,Northampton County Extension Office,"3347 Zavala Coves Suite 665, NC",(792) 556-1202,northampton@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37133,37133,usda_service_center,Onslow USDA Service Center,"437 Kimberly Bridge, NC",(571) 352-5093,onslow.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37133,37133,extension_office,Onslow County Extension Office,"32782 Jennifer Valleys Apt. 784, NC",(691) 746-4023,onslow@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37135,37135,usda_service_center,Orange USDA Service Center,"033 Leslie Plaza, NC",(856) 555-6696,orange.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37135,37135,extension_office,Orange County Extension Office,"52030 Anderson Mount Apt. 722, NC",(603) 564-7109,orange@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37137,37137,usda_service_center,Pamlico USDA Service Center,"5681 Heather Orchard, NC",(733) 351-9712,pamlico.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37137,37137,extension_office,Pamlico County Extension Office,"92921 Perez Passage Suite 653, NC",(827) 939-8219,pamlico@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37139,37139,usda_service_center,Pasquotank USDA Service Center,"091 Tina Forges, NC",(639) 753-7847,pasquotank.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37139,37139,extension_office,Pasquotank County Extension Office,"371 Crystal Square Suite 796, NC",(763) 743-1745,pasquotank@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37141,37141,usda_service_center,Pender USDA Service Center,"3299 Johns Trail, NC",(805) 378-7537,pender.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37141,37141,extension_office,Pender County Extension Office,"00738 Adam Circle Suite 033, NC",(505) 777-2262,pender@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37143,37143,usda_service_center,Perquimans USDA Service Center,"7593 Sherry Vista, NC",(961) 383-2923,perquimans.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37143,37143,extension_office,Perquimans County Extension Office,"15919 Morales Shores Apt. 646, NC",(917) 854-6877,perquimans@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37145,37145,usda_service_center,Person USDA Service Center,"644 Carson Street, NC",(755) 378-4526,person.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37145,37145,extension_office,Person County Extension Office,"987 Ricardo Pass Suite 303, NC",(981) 236-8611,person@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37147,37147,usda_service_center,Pitt USDA Service Center,"108 Martin Loop Suite 441, NC",(914) 370-9032,pitt.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37147,37147,extension_office,Pitt County Extension Office,"46153 Amber Bypass, NC",(980) 227-4330,pitt@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37149,37149,usda_service_center,Polk USDA Service Center,"3933 Singh Common Apt. 997, NC",(402) 469-7710,polk.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37149,37149,extension_office,Polk County Extension Office,"00896 Delacruz Springs Apt. 639, NC",(362) 619-4494,polk@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37151,37151,usda_service_center,Randolph USDA Service Center,"6317 Simmons Rest Suite 265, NC",(411) 234-1194,randolph.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37151,37151,extension_office,Randolph County Extension Office,"7914 Henry Spring, NC",(864) 860-2870,randolph@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37153,37153,usda_service_center,Richmond USDA Service Center,"125 Loretta Oval Apt. 284, NC",(822) 629-1587,richmond.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37153,37153,extension_office,Richmond County Extension Office,"4881 Fleming Greens Suite 136, NC",(497) 355-3394,richmond@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37155,37155,usda_service_center,Robeson USDA Service Center,"04026 Garner Plaza, NC",(590) 799-2194,robeson.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37155,37155,extension_office,Robeson County Extension Office,"9908 Kristen Burg Apt. 878, NC",(376) 602-6100,robeson@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37157,37157,usda_service_center,Rockingham USDA Service Center,"1915 Nunez Brooks, NC",(393) 801-4717,rockingham.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37157,37157,extension_office,Rockingham County Extension Office,"92581 Ramos Centers, NC",(239) 398-9796,rockingham@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37159,37159,usda_service_center,Rowan USDA Service Center,"7947 Elizabeth Locks, NC",(946) 956-3202,rowan.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37159,37159,extension_office,Rowan County Extension Office,"8124 Adam Ford, NC",(748) 780-6453,rowan@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37161,37161,usda_service_center,Rutherford USDA Service Center,"90974 Robert Dam, NC",(887) 955-4924,rutherford.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37161,37161,extension_office,Rutherford County Extension Office,"478 Barker Village Apt. 118, NC",(676) 911-4272,rutherford@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37163,37163,usda_service_center,Sampson USDA Service Center,"91445 James Drive Suite 070, NC",(848) 319-7287,sampson.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37163,37163,extension_office,Sampson County Extension Office,"23924 Valentine Cliff Suite 110, NC",(899) 820-1211,sampson@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37165,37165,usda_service_center,Scotland USDA Service Center,"3665 Bradley Port, NC",(912) 863-7677,scotland.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37165,37165,extension_office,Scotland County Extension Office,"261 Wiley Street, NC",(300) 462-5237,scotland@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37167,37167,usda_service_center,Stanly USDA Service Center,"05806 Andrews Road, NC",(303) 232-2028,stanly.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37167,37167,extension_office,Stanly County Extension Office,"820 Bernard Greens Suite 281, NC",(735) 335-3108,stanly@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37169,37169,usda_service_center,Stokes USDA Service Center,"7327 Atkins Loaf, NC",(937) 257-3248,stokes.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37169,37169,extension_office,Stokes County Extension Office,"402 Ford Divide, NC",(401) 284-9662,stokes@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37171,37171,usda_service_center,Surry USDA Service Center,"86853 Young Neck, NC",(462) 758-3105,surry.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37171,37171,extension_office,Surry County Extension Office,"33906 Bradley Locks Suite 971, NC",(334) 912-9011,surry@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37173,37173,usda_service_center,Swain USDA Service Center,"4311 Lawrence Parkway, NC",(231) 828-9870,swain.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37173,37173,extension_office,Swain County Extension Office,"708 Schneider Burgs, NC",(946) 929-8421,swain@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37175,37175,usda_service_center,Transylvania USDA Service Center,"4312 Paula Station, NC",(542) 308-5689,transylvania.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37175,37175,extension_office,Transylvania County Extension Office,"2699 Young Key, NC",(623) 502-9762,transylvania@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37177,37177,usda_service_center,Tyrrell USDA Service Center,"446 Jose Mill Apt. 976, NC",(696) 765-6314,tyrrell.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37177,37177,extension_office,Tyrrell County Extension Office,"5250 Nicole Glens, NC",(792) 318-3688,tyrrell@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37179,37179,usda_service_center,Union USDA Service Center,"288 Ashley Hollow Apt. 982, NC",(401) 808-1772,union.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37179,37179,extension_office,Union County Extension Office,"56861 Kathryn Glens, NC",(757) 410-6556,union@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37181,37181,usda_service_center,Vance USDA Service Center,"246 Pace Row, NC",(221) 411-8085,vance.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37181,37181,extension_office,Vance County Extension Office,"31268 Nicholas Islands, NC",(312) 604-6913,vance@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37183,37183,usda_service_center,Wake USDA Service Center,"41700 Lutz Spring Apt. 919, NC",(879) 299-5813,wake.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37183,37183,extension_office,Wake County Extension Office,"4052 Julia Lakes Suite 406, NC",(435) 420-6128,wake@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37185,37185,usda_service_center,Warren USDA Service Center,"85356 Lewis Forest Suite 551, NC",(931) 399-3860,warren.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37185,37185,extension_office,Warren County Extension Office,"09810 Jones Shore, NC",(326) 383-6358,warren@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37187,37187,usda_service_center,Washington USDA Service Center,"9868 Patterson Shores Suite 498, NC",(313) 613-5924,washington.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37187,37187,extension_office,Washington County Extension Office,"358 Bowers Lights, NC",(540) 944-5663,washington@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37189,37189,usda_service_center,Watauga USDA Service Center,"55345 Armstrong Creek, NC",(428) 766-2371,watauga.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37189,37189,extension_office,Watauga County Extension Office,"14749 Brent Squares Apt. 486, NC",(234) 455-2295,watauga@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37191,37191,usda_service_center,Wayne USDA Service Center,"975 Powers Cliffs Suite 565, NC",(220) 721-7790,wayne.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37191,37191,extension_office,Wayne County Extension Office,"89484 Joseph Hill, NC",(326) 886-8689,wayne@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37193,37193,usda_service_center,Wilkes USDA Service Center,"46116 Burnett Burgs Suite 034, NC",(650) 479-4098,wilkes.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37193,37193,extension_office,Wilkes County Extension Office,"92079 Stephanie Fields Apt. 307, NC",(850) 580-2345,wilkes@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37195,37195,usda_service_center,Wilson USDA Service Center,"3694 Donna Plain Apt. 424, NC",(571) 406-6558,wilson.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37195,37195,extension_office,Wilson County Extension Office,"16056 Mark View, NC",(241) 690-1063,wilson@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37197,37197,usda_service_center,Yadkin USDA Service Center,"743 Harper Shore Apt. 122, NC",(387) 752-6198,yadkin.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37197,37197,extension_office,Yadkin County Extension Office,"39637 Joseph Street, NC",(687) 791-7607,yadkin@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37199,37199,usda_service_center,Yancey USDA Service Center,"053 James Wall, NC",(408) 725-2924,yancey.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37199,37199,extension_office,Yancey County Extension Office,"480 Thomas Motorway, NC",(853) 927-5576,yancey@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
988-crisis-line,,mental_health,988 Suicide & Crisis Lifeline,Statewide,988,,https://988lifeline.org,24/7,Statewide support resource.
farm-aid-hotline,,farmlink,Farm Aid Hotline,Statewide,1-800-327-6243,,https://www.farmaid.org/our-work/farm-advocacy/farm-aid-hotline,24/7,Statewide support resource.
frsan-nc,,mental_health,FRSAN North Carolina Network,Statewide,1-800-327-6243,,https://www.nifa.usda.gov/grants/programs/farm-and-ranch-stress-assistance-network-frsan,Mon-Fri business hours,Statewide support resource.
nc-farmlink,,farmlink,NC FarmLink,Statewide,1-919-515-9563,,https://ncfarmlink.ces.ncsu.edu,Mon-Fri business hours,Statewide support resource.
cfsa,,cfsa_office,Carolina Farm Stewardship Association,Statewide,1-919-542-2402,,https://www.carolinafarmstewards.org,Mon-Fri business hours,Statewide support resource.
agromedicine,,mental_health,NC Agromedicine Institute,Statewide,1-252-744-1008,,https://www.ncagromedicine.org,Mon-Fri business hours,Statewide support resource.
nc-farmworker-health,,mental_health,NC Farmworker Health Program,Statewide,1-919-527-6510,,https://www.ncdhhs.gov/divisions/public-health/nc-office-rural-health/farmworker-health-program,Mon-Fri business hours,Statewide support resource.
nc-hopeline,,mental_health,NC Hope4NC Helpline,Statewide,1-855-587-3463,,https://www.hope4nc.com,Mon-Fri business hours,Statewide support resource.
rural-advancement,,farmlink,Rural Advancement Foundation International,Statewide,1-919-542-1396,,https://rafiusa.org,Mon-Fri business hours,Statewide support resource.
feeding-carolinas,,food_bank,Feeding the Carolinas,Statewide,1-919-662-4757,,https://www.feedingthecarolinas.org,Mon-Fri business hours,Statewide support resource.
